VIN,Predicted_Optimized_Performance
VIN00017,79.3824611115537
VIN00017,79.3709611348544
VIN00017,79.36146638154337
VIN00017,79.35540777560868
VIN00017,79.3484361348792
VIN00017,79.33541293701718
VIN00017,79.35042391555972
VIN00017,79.38135420940172
VIN00017,79.37825509756375
VIN00017,79.37174181845981
VIN00018,79.29247669230735
VIN00018,79.32800709014984
VIN00018,79.28891114192851
VIN00018,79.29747423595609
VIN00018,79.28188063038108
VIN00018,79.2791627538858
VIN00018,79.30007539875976
VIN00018,79.30602119711973
VIN00018,79.28832108040832
VIN00018,79.29695113725144
VIN00018,79.29266789088373
VIN00019,79.26464981454622
VIN00019,79.2628944793844
VIN00019,79.25292082811977
VIN00019,79.29994170313618
VIN00019,79.26833382336056
VIN00019,79.27451068455962
VIN00019,79.25911909006686
VIN00019,79.250136895281
VIN00019,79.27940642134011
VIN00019,79.27117457078562
VIN00019,79.27583903820674
VIN00020,79.26631668270689
VIN00020,79.25678920644201
VIN00020,79.26119391210698
VIN00020,79.2685067469089
VIN00020,79.26676359492585
VIN00020,79.25178954232585
VIN00020,79.25039340086819
VIN00020,79.26926384920519
VIN00020,79.25741198260525
VIN00020,79.27940976538132
VIN00020,79.27263939813535
VIN00021,79.26072554182825
VIN00021,79.23961916574088
VIN00021,79.25769981923325
VIN00021,79.24873311351858
VIN00021,79.257789480776
VIN00021,79.25780516200292
VIN00021,79.25936174537684
VIN00021,79.26478479965381
VIN00021,79.2343694674958
VIN00021,79.25238152558435
VIN00021,79.27281875131968
VIN00022,79.27998838388527
VIN00022,79.29628769015495
VIN00022,79.26533383538377
VIN00022,79.2620622937052
VIN00022,79.28271260836499
VIN00022,79.27803285384397
VIN00022,79.28017669334194
VIN00022,79.27580267150019
VIN00022,79.26687420104561
VIN00022,79.28772215985929
VIN00022,79.27962095990291
VIN00023,79.28635884767412
VIN00023,79.30410883483628
VIN00023,79.26424885446488
VIN00023,79.27854636329963
VIN00023,79.27803754569383
VIN00023,79.26386582588597
VIN00023,79.27941317472394
VIN00023,79.27726751904297
VIN00023,79.26215854991761
VIN00023,79.27216998642172
VIN00023,79.28271063154064
VIN00024,79.25455245024567
VIN00024,79.25068263324653
VIN00024,79.25479311932374
VIN00024,79.25389535528016
VIN00024,79.24563954007668
VIN00024,79.24493293093369
VIN00024,79.26083691803528
VIN00024,79.23499987559451
VIN00024,79.25885931996129
VIN00024,79.24641488454219
VIN00024,79.26209884448308
VIN00025,79.29170849125678
VIN00025,79.26787885352228
VIN00025,79.28055645986538
VIN00025,79.2688860830885
VIN00025,79.28887509354605
VIN00025,79.31326513955591
VIN00025,79.28419978865406
VIN00025,79.26563845418535
VIN00025,79.29893426478924
VIN00025,79.27809984913192
VIN00025,79.28092803505412
VIN00026,79.28800554450545
VIN00026,79.29361660852032
VIN00026,79.28505356966271
VIN00026,79.28496859991341
VIN00026,79.28139890911768
VIN00026,79.29120509908853
VIN00026,79.27605774367574
VIN00026,79.29829414142834
VIN00026,79.28905250304274
VIN00026,79.29360803088113
VIN00026,79.28452858972003
VIN00027,79.25288518216867
VIN00027,79.25426610068938
VIN00027,79.28818715045081
VIN00027,79.24390333345131
VIN00027,79.28334970981476
VIN00027,79.2381557388649
VIN00027,79.26681030721444
VIN00027,79.23951466756701
VIN00027,79.22537302732206
VIN00027,79.27665981836712
VIN00027,79.22615866136452
VIN00028,79.2442143848791
VIN00028,79.23660036097
VIN00028,79.23931806783983
VIN00028,79.24133930582919
VIN00028,79.25430949759307
VIN00028,79.24974685449884
VIN00028,79.21986423161239
VIN00028,79.25462276433913
VIN00028,79.24658987134042
VIN00028,79.236921439998
VIN00028,79.23655333339575
VIN00029,79.32255754918923
VIN00029,79.30355688444509
VIN00029,79.31227152993048
VIN00029,79.31084956092371
VIN00029,79.31509195775014
VIN00029,79.2986312327135
VIN00029,79.30911849945652
VIN00029,79.34860123355134
VIN00029,79.30569492104203
VIN00029,79.30274866531974
VIN00029,79.31993121348341
VIN00030,79.25190257100246
VIN00030,79.2488578175954
VIN00030,79.26369973489118
VIN00030,79.2814266011551
VIN00030,79.24059114417538
VIN00030,79.24362744271663
VIN00030,79.23061880829154
VIN00030,79.24891728738902
VIN00030,79.24883428849888
VIN00030,79.26142328506104
VIN00030,79.27581451583013
VIN00031,79.28651493812099
VIN00031,79.30081209297504
VIN00031,79.33181203963042
VIN00031,79.27610793396558
VIN00031,79.3447060612212
VIN00031,79.2732238166588
VIN00031,79.30025146426391
VIN00031,79.27200843283497
VIN00031,79.26501799691877
VIN00031,79.24701910708926
VIN00031,79.30439834457627
VIN00032,79.28481210509786
VIN00032,79.2787930602193
VIN00032,79.28434413899733
VIN00032,79.29961409837286
VIN00032,79.26562455114019
VIN00032,79.2854496056239
VIN00032,79.27208394648791
VIN00032,79.27611628236774
VIN00032,79.27734134891995
VIN00032,79.27178227526535
VIN00032,79.2836170488782
VIN00033,79.38515328483312
VIN00033,79.37017035435862
VIN00033,79.37049784550335
VIN00033,79.36106412984095
VIN00033,79.38455546245883
VIN00033,79.38374342154273
VIN00033,79.36886596807916
VIN00033,79.40153411942923
VIN00033,79.39515595032071
VIN00033,79.35755053243025
VIN00033,79.38983650620905
VIN00034,79.27621086992723
VIN00034,79.27325301518796
VIN00034,79.26669401585688
VIN00034,79.2736487489877
VIN00034,79.27919912069827
VIN00034,79.2721126664411
VIN00034,79.27094261233677
VIN00034,79.27798452438462
VIN00034,79.26791965872458
VIN00034,79.27277089843547
VIN00034,79.2741324837385
VIN00035,79.27855924912951
VIN00035,79.2800103398743
VIN00035,79.2813977007999
VIN00035,79.26612141330659
VIN00035,79.25929124391624
VIN00035,79.26871302094881
VIN00035,79.27076746171024
VIN00035,79.29058690395219
VIN00035,79.27229094418716
VIN00035,79.27650972534198
VIN00035,79.27605042522868
VIN00036,79.26888355994787
VIN00036,79.27324330010768
VIN00036,79.26418256035736
VIN00036,79.27499810868784
VIN00036,79.27374618438577
VIN00036,79.2675469669503
VIN00036,79.26533000967922
VIN00036,79.26553374686291
VIN00036,79.25833893007426
VIN00036,79.27146301686896
VIN00036,79.26211243377305
VIN00037,79.27651924247162
VIN00037,79.27619241852368
VIN00037,79.27913943795504
VIN00037,79.27992255847879
VIN00037,79.28357955657079
VIN00037,79.26773203598202
VIN00037,79.27984159515135
VIN00037,79.27031563537123
VIN00037,79.28560621798805
VIN00037,79.28191323803733
VIN00037,79.26858257785072
VIN00038,79.27506477007707
VIN00038,79.27100427731378
VIN00038,79.2709099913089
VIN00038,79.28537213575284
VIN00038,79.25990528181192
VIN00038,79.2638046295801
VIN00038,79.29004637945765
VIN00038,79.29021099481913
VIN00038,79.26761834048797
VIN00038,79.27334536149054
VIN00038,79.25575621916757
VIN00039,79.25376655265515
VIN00039,79.26756119181677
VIN00039,79.24738816473491
VIN00039,79.24410289964237
VIN00039,79.24463804684754
VIN00039,79.26464070678178
VIN00039,79.24381407042873
VIN00039,79.26330856768773
VIN00039,79.25441729844245
VIN00039,79.25610850237177
VIN00039,79.25482203126695
VIN00040,79.34168490381606
VIN00040,79.34145847090743
VIN00040,79.38002026988889
VIN00040,79.35938987011424
VIN00040,79.3559120747813
VIN00040,79.31454988370177
VIN00040,79.31628708530137
VIN00040,79.31569528224905
VIN00040,79.37353937444065
VIN00040,79.35054390791261
VIN00040,79.31604014898114
VIN00041,79.34124407751426
VIN00041,79.32901755567691
VIN00041,79.3670531242349
VIN00041,79.33238248509595
VIN00041,79.36921940429188
VIN00041,79.31257968818342
VIN00041,79.30355248422467
VIN00041,79.36833259338762
VIN00041,79.29191206692387
VIN00041,79.3612739721673
VIN00041,79.32505314974046
VIN00042,79.21283772150194
VIN00042,79.23715456848238
VIN00042,79.1914321568941
VIN00042,79.19969943192018
VIN00042,79.22203012482036
VIN00042,79.22718097429909
VIN00042,79.21411976985281
VIN00042,79.20779277833698
VIN00042,79.2068114019218
VIN00042,79.2009016701182
VIN00042,79.19426072119654
VIN00043,79.27528896640102
VIN00043,79.25510512738639
VIN00043,79.29595195710584
VIN00043,79.29927717797233
VIN00043,79.2767357516055
VIN00043,79.28236797327983
VIN00043,79.27192055230158
VIN00043,79.27842990974783
VIN00043,79.27291674615532
VIN00043,79.28261080081239
VIN00043,79.26170486787188
VIN00044,79.2507228026014
VIN00044,79.2472871283603
VIN00044,79.24160924453552
VIN00044,79.26120636560002
VIN00044,79.26022864617313
VIN00044,79.26413338181278
VIN00044,79.2500121502726
VIN00044,79.2459465447281
VIN00044,79.22863848084492
VIN00044,79.26504548077828
VIN00044,79.26887464983403
VIN00045,79.34042874614865
VIN00045,79.35788519456328
VIN00045,79.33447719272685
VIN00045,79.34749930725489
VIN00045,79.33208664729882
VIN00045,79.34519037677693
VIN00045,79.31745980152543
VIN00045,79.30876932736278
VIN00045,79.33249000448492
VIN00045,79.34742363168452
VIN00045,79.33651296667038
VIN00046,79.32972506944328
VIN00046,79.33081847422825
VIN00046,79.29935556071574
VIN00046,79.3196713230477
VIN00046,79.35080448987416
VIN00046,79.31176096222717
VIN00046,79.34518856959905
VIN00046,79.32641012384332
VIN00046,79.32612847994551
VIN00046,79.31888129202092
VIN00046,79.34347201906026
VIN00047,79.28092072772722
VIN00047,79.29592887397662
VIN00047,79.31331233018813
VIN00047,79.25726106097189
VIN00047,79.27125659247379
VIN00047,79.27690259780569
VIN00047,79.26976003087597
VIN00047,79.27750180942111
VIN00047,79.26648987779656
VIN00047,79.27254389601036
VIN00047,79.278520390232
VIN00048,79.2820682058127
VIN00048,79.27781695845093
VIN00048,79.27934913199671
VIN00048,79.25575561359753
VIN00048,79.28859560619568
VIN00048,79.2811744781661
VIN00048,79.2705378523227
VIN00048,79.28190958687784
VIN00048,79.27189561090105
VIN00048,79.2855761591324
VIN00048,79.28772748180383
VIN00049,79.27875075784758
VIN00049,79.27959192700986
VIN00049,79.23945439283621
VIN00049,79.28134019600903
VIN00049,79.2587421193801
VIN00049,79.25140393832405
VIN00049,79.26105145144057
VIN00049,79.30906086560404
VIN00049,79.2712909109138
VIN00049,79.27484691805218
VIN00049,79.2783871859159
VIN00050,79.32852321949137
VIN00050,79.35981450016995
VIN00050,79.29360035118735
VIN00050,79.32299330923583
VIN00050,79.33968699941566
VIN00050,79.32800118270531
VIN00050,79.31893551003142
VIN00050,79.3318528790273
VIN00050,79.35107976002926
VIN00050,79.2913279997479
VIN00050,79.34825054673564
VIN00051,79.30970746205806
VIN00051,79.31082621205987
VIN00051,79.33172933564798
VIN00051,79.29283742774139
VIN00051,79.30189663474864
VIN00051,79.29196958106535
VIN00051,79.30488137073463
VIN00051,79.32828894099727
VIN00051,79.29118323977538
VIN00051,79.33553241917967
VIN00051,79.32788846404985
VIN00052,79.31661830747616
VIN00052,79.30755535810518
VIN00052,79.34573838337722
VIN00052,79.31084043583924
VIN00052,79.28873401892452
VIN00052,79.31324939112416
VIN00052,79.303152936578
VIN00052,79.32515146383092
VIN00052,79.29760802691003
VIN00052,79.28547912650417
VIN00052,79.31286408214625
VIN00053,79.2977078434172
VIN00053,79.2964798412885
VIN00053,79.30357000611842
VIN00053,79.31109240142898
VIN00053,79.2760001079604
VIN00053,79.27779368338737
VIN00053,79.29556492587095
VIN00053,79.27805571126184
VIN00053,79.29800717574015
VIN00053,79.29416364648571
VIN00053,79.30309729848547
VIN00054,79.32697196478057
VIN00054,79.28963532163776
VIN00054,79.3654796645606
VIN00054,79.32070689058399
VIN00054,79.34372215611126
VIN00054,79.28188042391479
VIN00054,79.28745234508519
VIN00054,79.32220826966433
VIN00054,79.3108042306207
VIN00054,79.31371534990025
VIN00054,79.26911657073019
VIN00055,79.278377825103
VIN00055,79.26471395519143
VIN00055,79.25094609981603
VIN00055,79.26537088718936
VIN00055,79.27578425639344
VIN00055,79.27799534829309
VIN00055,79.26330189311835
VIN00055,79.267757279506
VIN00055,79.27231593704884
VIN00055,79.29027402052988
VIN00055,79.28735020430453
VIN00056,79.29685877831561
VIN00056,79.27797811204702
VIN00056,79.27961314812715
VIN00056,79.28558324131946
VIN00056,79.29975271167753
VIN00056,79.30074448706154
VIN00056,79.26678182866496
VIN00056,79.28575223691585
VIN00056,79.31684532632617
VIN00056,79.27139595236672
VIN00056,79.31799133340719
VIN00057,79.3803911883523
VIN00057,79.38195177689462
VIN00057,79.35373977082837
VIN00057,79.38272192205822
VIN00057,79.34956892069508
VIN00057,79.34855619808378
VIN00057,79.39733511556008
VIN00057,79.38849300165256
VIN00057,79.39750990724693
VIN00057,79.35077101925324
VIN00057,79.3729752349151
VIN00058,79.30026389744872
VIN00058,79.29300057214948
VIN00058,79.29560789622498
VIN00058,79.2815610028952
VIN00058,79.28810811517445
VIN00058,79.30774963122738
VIN00058,79.28848355194707
VIN00058,79.30391993628356
VIN00058,79.30449269627285
VIN00058,79.29645525762334
VIN00058,79.28762917373847
VIN00059,79.30726315552457
VIN00059,79.30226763661271
VIN00059,79.31847189075796
VIN00059,79.31051976242469
VIN00059,79.30381414188183
VIN00059,79.30275401688486
VIN00059,79.30513089710539
VIN00059,79.31742678479212
VIN00059,79.32018290870414
VIN00059,79.30709614379256
VIN00059,79.30379245514284
VIN00060,79.33596097289265
VIN00060,79.34037351842316
VIN00060,79.32903058322894
VIN00060,79.32342708366124
VIN00060,79.30953226878044
VIN00060,79.31962189164047
VIN00060,79.34061867332694
VIN00060,79.34012572885338
VIN00060,79.31783905263565
VIN00060,79.32394423717155
VIN00060,79.33990796380986
VIN00061,79.31969840056935
VIN00061,79.2649287036955
VIN00061,79.30851200623506
VIN00061,79.27133147734811
VIN00061,79.35386773150366
VIN00061,79.29704244677744
VIN00061,79.26280912499496
VIN00061,79.3394689311574
VIN00061,79.36148792746464
VIN00061,79.33791847895283
VIN00061,79.32933158628181
VIN00062,79.31195392610941
VIN00062,79.28481368387335
VIN00062,79.3173711677902
VIN00062,79.30809475641084
VIN00062,79.33470095530934
VIN00062,79.35063326983324
VIN00062,79.31399332347465
VIN00062,79.28533682846083
VIN00062,79.3226425507856
VIN00062,79.28039187022266
VIN00062,79.33746598606614
VIN00063,79.23583400983055
VIN00063,79.22645423419412
VIN00063,79.24215841741321
VIN00063,79.2230374015985
VIN00063,79.22557380109687
VIN00063,79.22441602512312
VIN00063,79.23803676633676
VIN00063,79.24178243470813
VIN00063,79.23064935072885
VIN00063,79.24342426890915
VIN00063,79.22647639624223
VIN00064,79.31371786713132
VIN00064,79.32308010689228
VIN00064,79.29726840778208
VIN00064,79.30799771618517
VIN00064,79.28909263358888
VIN00064,79.30442743200496
VIN00064,79.31143359306719
VIN00064,79.29908705878177
VIN00064,79.31049327025949
VIN00064,79.34687073274542
VIN00064,79.32288669408105
VIN00065,79.31315514250015
VIN00065,79.34605490195806
VIN00065,79.35553439475288
VIN00065,79.33276611273688
VIN00065,79.28638294596006
VIN00065,79.2891502512943
VIN00065,79.32754621118355
VIN00065,79.30059418493563
VIN00065,79.2812295080485
VIN00065,79.30154279053113
VIN00065,79.31938070991576
VIN00066,79.28813620909564
VIN00066,79.29147552511547
VIN00066,79.26707189306016
VIN00066,79.28043162591219
VIN00066,79.29754516740438
VIN00066,79.30262134373014
VIN00066,79.28848265690213
VIN00066,79.29536294665172
VIN00066,79.27217806286721
VIN00066,79.27186172527409
VIN00066,79.28730407443008
VIN00067,79.28085233673538
VIN00067,79.26993737657982
VIN00067,79.29066113092459
VIN00067,79.28867929124176
VIN00067,79.25583661574498
VIN00067,79.28282207200994
VIN00067,79.27422291313934
VIN00067,79.27803174987575
VIN00067,79.29122429781694
VIN00067,79.279622992238
VIN00067,79.25778898366266
VIN00068,79.30789531006022
VIN00068,79.31503713342153
VIN00068,79.30012977289002
VIN00068,79.30786482532325
VIN00068,79.30091700055965
VIN00068,79.32017886267673
VIN00068,79.30835143461366
VIN00068,79.29361013050303
VIN00068,79.3069181061564
VIN00068,79.3115816239508
VIN00068,79.30542436953623
VIN00069,79.34567910876497
VIN00069,79.373388539656
VIN00069,79.37006038852405
VIN00069,79.35071182219603
VIN00069,79.32024373903276
VIN00069,79.35537770139874
VIN00069,79.330326710452
VIN00069,79.34628821526347
VIN00069,79.33155014675187
VIN00069,79.34352624981176
VIN00069,79.35390718247851
VIN00070,79.27621225130648
VIN00070,79.27784212962062
VIN00070,79.27880516572468
VIN00070,79.26646440753464
VIN00070,79.27785099121671
VIN00070,79.2764189484558
VIN00070,79.28573254506269
VIN00070,79.27253870137604
VIN00070,79.26346720017206
VIN00070,79.26784557398098
VIN00070,79.28130353209903
VIN00071,79.24574510546283
VIN00071,79.24644006104005
VIN00071,79.22964322246918
VIN00071,79.25388267481763
VIN00071,79.25314219908417
VIN00071,79.24800866380617
VIN00071,79.23817511911851
VIN00071,79.2519439593719
VIN00071,79.25058200358482
VIN00071,79.25472378617296
VIN00071,79.25928856428767
VIN00072,79.37100895665849
VIN00072,79.38510633717361
VIN00072,79.36524467203789
VIN00072,79.36940185472555
VIN00072,79.35557381076943
VIN00072,79.36249147984388
VIN00072,79.3729626391561
VIN00072,79.3428992764154
VIN00072,79.40433276805965
VIN00072,79.36319517267938
VIN00072,79.358041438243
VIN00073,79.28861488366591
VIN00073,79.28054907936855
VIN00073,79.2743295540376
VIN00073,79.28206517591546
VIN00073,79.28535082291846
VIN00073,79.29181788205106
VIN00073,79.2894452799078
VIN00073,79.27421079956179
VIN00073,79.27233402602852
VIN00073,79.27094809754767
VIN00073,79.27865255691722
VIN00074,79.25237233770346
VIN00074,79.24967483377803
VIN00074,79.25786929192371
VIN00074,79.24632708262602
VIN00074,79.24701187297812
VIN00074,79.24813180939238
VIN00074,79.25299654246854
VIN00074,79.21843087909299
VIN00074,79.23055254233266
VIN00074,79.26870330441419
VIN00074,79.25880274912896
VIN00075,79.261967017964
VIN00075,79.25162492001576
VIN00075,79.24143535748978
VIN00075,79.27205196731963
VIN00075,79.26597821824119
VIN00075,79.24191356189571
VIN00075,79.26720220444365
VIN00075,79.26263521160499
VIN00075,79.2602512630831
VIN00075,79.25047878131647
VIN00075,79.26100533242347
VIN00076,79.27489929906712
VIN00076,79.25015813961599
VIN00076,79.26462790342998
VIN00076,79.2914137118038
VIN00076,79.288528744154
VIN00076,79.28814593192493
VIN00076,79.26953605256118
VIN00076,79.27463504325549
VIN00076,79.26168157088038
VIN00076,79.26355198065069
VIN00076,79.26653503906498
VIN00077,79.30593034448769
VIN00077,79.30110825737044
VIN00077,79.31178799460814
VIN00077,79.30681591680501
VIN00077,79.29159219104075
VIN00077,79.30258658444252
VIN00077,79.30741078404
VIN00077,79.29722281189075
VIN00077,79.31283322644671
VIN00077,79.30912111283034
VIN00077,79.29232447257093
VIN00078,79.32133405348186
VIN00078,79.30800684919063
VIN00078,79.34662853417286
VIN00078,79.37798011117174
VIN00078,79.32859755807301
VIN00078,79.3095825825501
VIN00078,79.34569472295176
VIN00078,79.29030480135742
VIN00078,79.33999135842289
VIN00078,79.29416946678263
VIN00078,79.33909321083746
VIN00079,79.27407868424316
VIN00079,79.28582626356265
VIN00079,79.27071301409383
VIN00079,79.26842198504777
VIN00079,79.27133645102585
VIN00079,79.28121553881645
VIN00079,79.26471902992378
VIN00079,79.277526369091
VIN00079,79.27068713267444
VIN00079,79.27111066546298
VIN00079,79.28059570899812
VIN00080,79.33648774905984
VIN00080,79.3301839613345
VIN00080,79.31463276760789
VIN00080,79.32214286108352
VIN00080,79.30888443213676
VIN00080,79.32640458020614
VIN00080,79.34839552036927
VIN00080,79.36077798680272
VIN00080,79.32985068064046
VIN00080,79.3239045870306
VIN00080,79.32536464541114
VIN00081,79.3460007507036
VIN00081,79.32536930999248
VIN00081,79.32914597842851
VIN00081,79.34697835651816
VIN00081,79.31300152173321
VIN00081,79.34100425100942
VIN00081,79.35709910967363
VIN00081,79.3725895911568
VIN00081,79.32104766016779
VIN00081,79.35227910808682
VIN00081,79.31902507079859
VIN00082,79.28995683925947
VIN00082,79.283098650709
VIN00082,79.288822987301
VIN00082,79.28567146550657
VIN00082,79.30565868637011
VIN00082,79.29598919902699
VIN00082,79.27884661922036
VIN00082,79.2884330382576
VIN00082,79.29495703951592
VIN00082,79.29548012559383
VIN00082,79.27926173487357
VIN00083,79.29318264120697
VIN00083,79.29558098651174
VIN00083,79.28806433691467
VIN00083,79.30464890801063
VIN00083,79.30012207343655
VIN00083,79.2917564594954
VIN00083,79.28269753449706
VIN00083,79.29758168548325
VIN00083,79.28680627028065
VIN00083,79.30186045134455
VIN00083,79.27714623606744
VIN00084,79.2599003738206
VIN00084,79.26196391445747
VIN00084,79.27223860726646
VIN00084,79.25008891888216
VIN00084,79.26676124358248
VIN00084,79.25370573814794
VIN00084,79.24998866013372
VIN00084,79.24341003090875
VIN00084,79.26642314371348
VIN00084,79.27069170134232
VIN00084,79.26421627915612
VIN00085,79.24839105373479
VIN00085,79.25204493534939
VIN00085,79.23584087192894
VIN00085,79.24575766446854
VIN00085,79.2490781541897
VIN00085,79.25754803281977
VIN00085,79.25948413821986
VIN00085,79.24345069881134
VIN00085,79.24694346400607
VIN00085,79.25346952386926
VIN00085,79.23891901990366
VIN00086,79.30682007717965
VIN00086,79.31871091083077
VIN00086,79.30285824782895
VIN00086,79.30420037905691
VIN00086,79.30852436092532
VIN00086,79.30472480502648
VIN00086,79.29384160115553
VIN00086,79.29955699805978
VIN00086,79.29845632009506
VIN00086,79.32085873534469
VIN00086,79.30003149968535
VIN00087,79.27723346223361
VIN00087,79.27563274151191
VIN00087,79.28593718510918
VIN00087,79.27136198637315
VIN00087,79.2784356703981
VIN00087,79.26701653475278
VIN00087,79.25286878080952
VIN00087,79.26472111410895
VIN00087,79.28417762194375
VIN00087,79.28520850919976
VIN00087,79.28541111886376
VIN00088,79.23729342552633
VIN00088,79.22268236350799
VIN00088,79.26329383511204
VIN00088,79.24467706230708
VIN00088,79.2402264131786
VIN00088,79.23544866634134
VIN00088,79.23767068210206
VIN00088,79.23565892444059
VIN00088,79.23237931028895
VIN00088,79.2423706474038
VIN00088,79.24108301373971
VIN00089,79.37834657640055
VIN00089,79.34693662996807
VIN00089,79.36030619140338
VIN00089,79.36432147829602
VIN00089,79.37022534968712
VIN00089,79.37751217167077
VIN00089,79.40721519938799
VIN00089,79.35070864603638
VIN00089,79.36436572213489
VIN00089,79.38326866007934
VIN00089,79.34245470687011
VIN00090,79.30821214757611
VIN00090,79.30860415305902
VIN00090,79.31036413485198
VIN00090,79.29885056194439
VIN00090,79.31351528128225
VIN00090,79.30086620799433
VIN00090,79.31519832034918
VIN00090,79.30711233175157
VIN00090,79.3111521045811
VIN00090,79.30853670685163
VIN00090,79.30535592529924
VIN00091,79.30641852013892
VIN00091,79.3081879401601
VIN00091,79.31299124755633
VIN00091,79.31113741792025
VIN00091,79.30702995185784
VIN00091,79.29209127760903
VIN00091,79.30833742608608
VIN00091,79.31983131209763
