VIN,Trip,Make,Model,Version,Grade,Engine_Temperature,Battery_Voltage,Engine_Vibration,Mileage,Oil_Temperature,Coolant_Temperature,Engine_Load,RPM,Throttle_Position,Intake_Air_Temperature,Exhaust_Gas_Temperature,Fuel_Pressure,Optimized_Performance
VIN00003,8,Mercedes,C200,1.5L Turbo,AMG Line,91.90575747357036,13.129810463944672,46.738666800523575,2502,98.01146361821715,87.06036709575137,71.9745472616969,1939,89.13830347585227,25.2888883256197,444.46652750380014,3.772873839037837,68.46736915784749
VIN00003,9,Mercedes,C200,1.5L Turbo,AMG Line,94.83554581705268,12.756535864109043,44.46652899803683,2908,94.62821444510854,80.97279365987426,65.2251182080387,2576,53.231823381052585,25.851219106322326,379.8214623847062,3.6862054858982245,65.84422306719925
VIN00003,10,Mercedes,C200,1.5L Turbo,AMG Line,95.11351218902969,12.932804470930389,50.33742351735424,3382,95.6864653850162,82.89012809184015,69.71977498291136,5122,72.18543774430135,28.139198961984658,402.9454918269381,4.034450289212016,83.2108159190897
VIN00004,1,Hyundai,Elantra,2.0L,Limited,91.50171979301153,12.884947585719717,49.03347725511212,178,87.50044100996354,85.14709415757642,25.113462213527793,1831,45.44895757625976,28.595335466077596,380.8743491951925,3.7988335718674,85.40566465616618
VIN00004,2,Hyundai,Elantra,2.0L,Limited,90.80586185315926,12.402259926161362,42.10531475674098,494,93.22177277113688,83.63628944820415,24.378211454668747,5301,51.94621856250326,28.35695377127561,407.97350892309294,4.0338305642883405,66.9071296993168
VIN00004,3,Hyundai,Elantra,2.0L,Limited,91.98569518066677,12.92623889099151,45.822030796008946,690,88.59051972061407,84.20679234887977,21.473972592309753,3510,26.17335498603697,29.202065925687407,424.32323235462104,3.815415654788726,71.13375014604557
VIN00004,4,Hyundai,Elantra,2.0L,Limited,88.38982412211179,13.064539324189695,47.33126286459662,818,88.37837682041925,85.54996536731521,68.55823267643675,3097,92.66332624625336,29.009725681634897,403.71614609416844,3.7945145168604686,91.51233567181902
VIN00004,5,Hyundai,Elantra,2.0L,Limited,92.50037742557124,12.184087882169448,47.25729568533382,948,95.21366088615063,87.60624612942327,66.42477404686753,4292,21.537730643693944,22.78145372175731,412.6500082490013,3.715503268211084,72.78331595278306
VIN00004,6,Hyundai,Elantra,2.0L,Limited,89.21592837535658,12.524182218121574,45.243946225804656,1170,89.78340869835522,83.92380095200161,41.10894826415227,2442,85.24948861241799,22.815777642958885,386.1307129821343,3.655346009178594,73.2354484645978
VIN00004,7,Hyundai,Elantra,2.0L,Limited,85.11810256152069,12.940315493810097,43.38236891772205,1582,92.87254596654476,88.01764712833612,51.53517741400655,2364,10.082533259866258,25.7653598424876,440.5351069113904,3.554945169884349,68.19944438517174
VIN00004,8,Hyundai,Elantra,2.0L,Limited,92.39248070969376,12.816350777930689,40.64283070322834,2058,87.04911485528348,81.91265121672906,77.55931006411953,5301,7.105513953616082,23.797301343183264,392.07298052649315,3.6638900760256305,89.82862106147672
VIN00004,9,Hyundai,Elantra,2.0L,Limited,84.00941243345856,12.326093980152699,50.56432580208259,2461,84.44362212521439,90.12693896636983,53.33368688696809,4512,92.8329368764059,28.10620385617503,385.7601963183572,3.5230981809043564,92.50403267865157
VIN00004,10,Hyundai,Elantra,2.0L,Limited,88.8271749433334,12.455798641056562,45.8669087323186,2901,93.24178655586527,85.07975359398847,71.81165918968438,2044,49.87911462361298,25.26753795180762,371.2064083475667,3.7604381596935887,82.52908207028933
VIN00005,1,Audi,A4,2.0L TFSI,Premium,84.28974924479188,12.89386283025813,47.716458576892414,231,95.97636178694384,86.21414461884329,38.86733889065073,4879,71.18703205309683,32.4672372093171,334.5892095664777,3.4780700672007416,67.87607838609038
VIN00005,2,Audi,A4,2.0L TFSI,Premium,87.41810085238724,12.390855542182164,47.397827614764616,724,95.14593790856617,87.22457802745674,44.4434419970064,1856,12.825749201400278,27.80065245620146,417.34903555067507,3.7980314876882257,96.36821325569792
VIN00005,3,Audi,A4,2.0L TFSI,Premium,82.6731673333128,13.533048617785493,45.003100545563655,877,96.02143277148565,85.45703205889738,47.2886507675406,4416,13.869920250913344,28.789551421848024,424.7552296987731,3.4606666069305363,83.76459008531671
VIN00005,4,Audi,A4,2.0L TFSI,Premium,98.00182059278106,12.755781593936524,43.44052491542899,1303,92.62780820152312,86.23670720125851,70.24522453719504,4000,76.77938398634289,29.734101697732363,413.7280925621841,3.68010519422064,73.10156033855047
VIN00005,5,Audi,A4,2.0L TFSI,Premium,100.27547806194468,13.00014192293436,46.626547733413894,1772,88.97398244932232,85.31390444373964,47.62721528803603,4716,83.33228478312874,27.177898230073794,402.2719855348912,4.04176077764227,93.33874702003388
VIN00005,6,Audi,A4,2.0L TFSI,Premium,83.35995730192255,12.860543266375522,37.722387515969444,2025,91.75918303009678,83.96504252659469,36.575290990465746,3999,47.39167527634922,29.36012336278289,409.5714335282229,3.7082305571979046,77.20140770820808
VIN00005,7,Audi,A4,2.0L TFSI,Premium,86.67299711358105,12.778652645978534,43.479969216999336,2095,100.77965907070923,83.87670315287026,50.85126685346068,1326,35.136978467480716,30.695892592531372,452.8876775998715,3.9895489201360017,95.11504669549718
VIN00005,8,Audi,A4,2.0L TFSI,Premium,96.09254435704564,13.381725727759234,43.95237314607245,2383,88.49539042015526,88.8477055807249,20.637709235903976,3661,53.46833828300537,26.849769962924825,385.4490726767031,4.186594396151237,70.77376124435435
VIN00005,9,Audi,A4,2.0L TFSI,Premium,89.88690876300198,12.800325543545538,43.55726384653988,2689,86.53086201604899,82.98261781359159,81.4927384468311,3864,53.03849225295345,26.898110221019127,382.8303784212239,3.7777481500877617,93.80030539565665
VIN00005,10,Audi,A4,2.0L TFSI,Premium,90.3808548209724,12.723178731757413,42.65471270476626,2852,102.31076573933022,87.26767088656217,31.150144230479317,1925,43.224251651397644,26.3680943614829,383.2854997932731,4.191754021973984,67.34046935563755
VIN00006,1,Ford,Focus,1.5L,Titanium,84.00430386580562,12.834372757513943,42.31911086528311,489,89.7704255177218,91.63636295663268,81.50804576028474,3067,75.85421581685539,27.915662689091477,428.6002225582379,3.894158289212839,89.0107097860913
VIN00006,2,Ford,Focus,1.5L,Titanium,80.79541066718889,12.687657633197967,41.128519614045494,632,93.65565152111974,81.76496364819404,69.13219160614807,3602,7.836609244629869,29.614752330918645,405.08270776928185,4.0869279278842985,76.59713781996012
VIN00006,3,Ford,Focus,1.5L,Titanium,93.28509347934816,13.038975557411874,42.83101036555539,980,97.50991115035228,81.23213546475921,82.33171158627962,3211,43.90973925994769,31.3988973556625,442.6904940014288,3.7898501275951273,82.1139605536697
VIN00006,4,Ford,Focus,1.5L,Titanium,92.726152932569,12.963287694913658,46.528354433960715,1344,91.22417233977183,86.74239100290143,45.112365873676616,1406,87.2249402503371,20.64696941932294,408.503092381134,3.732945127439053,67.23966758667052
VIN00006,5,Ford,Focus,1.5L,Titanium,100.28114896403997,12.937565079917789,46.77854261578942,1720,90.45311265652478,87.10837725441866,21.872707765721156,2873,95.88196213838027,29.56612178721469,359.25382720445714,3.7635804317745523,61.876441180688545
VIN00006,6,Ford,Focus,1.5L,Titanium,91.4374141719003,12.569447593210098,41.42595137928657,2089,94.50198147006917,91.06394084064827,80.01133196382042,1958,80.17731880849583,24.549560165497233,354.3643541654112,3.7119649148138056,64.80115371887598
VIN00006,7,Ford,Focus,1.5L,Titanium,91.31858238065337,12.827587275789721,42.252030881728544,2460,95.62134124444903,89.02851670992334,28.944206798150965,4724,52.20921221131225,30.721962114852236,401.5615093892663,3.4671439902098524,90.52929405084643
VIN00006,8,Ford,Focus,1.5L,Titanium,87.67284781504651,12.708231123076729,44.74370120573151,2711,95.73805132659716,89.04651096668677,71.41168529850475,2714,59.22016024257426,30.3214141513327,390.1051426719213,4.20015246553123,84.72360024894884
VIN00006,9,Ford,Focus,1.5L,Titanium,90.35777919135839,12.757551582595282,48.77085277003393,2847,99.09863338739255,87.68187840412445,54.253032064232336,5649,36.4265833403217,25.923188248713966,421.37068379635343,3.612960749794666,99.36529596869279
VIN00006,10,Ford,Focus,1.5L,Titanium,89.42479954366524,12.554893081854031,39.87208930368386,2911,94.80019450266533,85.35417214066085,37.10639130481437,2121,10.593711339775355,25.6775579841856,404.5194000848515,4.244242125608243,85.22391162999303
VIN00007,1,BMW,320i,2.0L Turbo,Luxury,91.8480090758824,12.759180369281172,40.6954834101775,304,96.16010571090548,77.40120705246812,22.625577890859752,2331,28.746294724402773,32.83493753500973,358.7755808319928,3.8545231859860873,86.61770670370167
VIN00007,2,BMW,320i,2.0L Turbo,Luxury,96.8298728550522,12.6931637669773,42.67825522840958,591,94.85159403588855,82.73844933130474,75.94433996567105,2835,40.98697935105389,25.132868451330882,401.7115552406721,3.832064450435767,77.69764403765919
VIN00007,3,BMW,320i,2.0L Turbo,Luxury,96.14374335498144,13.510535552488145,48.56646852571971,1015,99.04905728304439,81.83670085658086,78.18994873970256,1750,88.90834073703348,30.194606400895147,414.0343762622275,3.621622733051089,86.64102116174583
VIN00007,4,BMW,320i,2.0L Turbo,Luxury,88.20086223340074,12.864163347166002,44.63825666158099,1368,91.26245720725034,87.60990681317827,72.54921811926293,3772,70.55304707102755,31.837040736381613,330.39119641397025,3.833785931243286,88.09696958496892
VIN00007,5,BMW,320i,2.0L Turbo,Luxury,93.39509299170092,13.122646443724282,41.587570647583945,1423,90.60830829273027,87.43947766339124,85.59320616731925,3719,89.69807704225829,25.583542554900987,373.54191074056575,4.134776790264057,97.41283345608086
VIN00007,6,BMW,320i,2.0L Turbo,Luxury,96.62931367808973,13.1089485380368,46.28224477472946,1778,91.84224224210038,86.29916067889523,82.18493310100061,4291,33.668213912502516,29.76116218634172,368.4034245158566,3.7890501356924453,98.31897015285239
VIN00007,7,BMW,320i,2.0L Turbo,Luxury,90.93995547835442,13.027666386527441,44.0655902894406,1847,85.83159483516273,89.13265536422507,76.9390464449116,1090,17.751912961221024,30.2906580424606,381.11878998746306,3.8940847821252746,84.28859834604077
VIN00007,8,BMW,320i,2.0L Turbo,Luxury,91.35140433836459,12.751350806209928,45.45248268444554,1958,92.65874898940362,88.75933195400354,52.87107056531774,4047,65.7886495300764,28.960213742423395,303.9329143305473,3.678419410198362,69.86973791573028
VIN00007,9,BMW,320i,2.0L Turbo,Luxury,91.91220937829648,12.951556808962934,49.393125634215444,2447,88.19262497370954,81.30470980759264,34.06744945931308,4591,74.85067854578074,22.230870948075143,422.8509598089369,3.7688012116972627,95.8394595825053
VIN00007,10,BMW,320i,2.0L Turbo,Luxury,85.31010574580668,13.050554460517374,44.06163699432823,2794,89.56966409050284,86.04535577266287,70.91952345218978,3451,25.600278254137702,26.312560758475495,349.6708390584236,3.615789061082152,67.84064776642666
VIN00008,1,Honda,Civic,2.0L,Sport,95.20340561004528,12.496549160330774,47.339042863067405,271,87.81093111613349,85.30467581538856,45.60030523579554,3580,39.202877831620924,25.56490706052002,417.0615510502686,3.8634792119337926,63.653206937372865
VIN00008,2,Honda,Civic,2.0L,Sport,91.4341920939776,13.043187095709145,48.40794349957841,719,96.80831930084716,86.40837461743892,66.25102039100462,4485,28.73414804346451,30.07236143749563,401.12876984564525,3.694957239696652,78.40266083470404
VIN00008,3,Honda,Civic,2.0L,Sport,91.5429830181236,12.84154348068746,40.25182353754049,1065,93.35719046500712,83.52791580845879,56.40240929992577,5286,21.985494991783902,31.527706257721007,457.64409698183,3.6779540069546512,64.908402202891
VIN00008,4,Honda,Civic,2.0L,Sport,88.11322415651831,12.835895943729573,37.60659538813534,1395,91.9534196237396,81.88797134056718,69.72016151723724,4091,20.528471162132668,28.87871024009599,368.3704909445485,3.771977403016198,88.06122650562028
VIN00008,5,Honda,Civic,2.0L,Sport,87.42649651430008,12.757925443602012,41.15455079718681,1581,98.48029296694082,84.84577869249694,68.54141379312969,3086,86.21255988789993,25.40298315822052,382.2638788732925,3.704365411878857,71.92032066913815
VIN00008,6,Honda,Civic,2.0L,Sport,89.27115218873767,12.40374448717669,45.15475973758638,1967,92.81941345751919,89.4399581130232,84.65130533157564,2855,88.74422911660419,35.170069482125115,384.78164405219445,3.797923724855628,86.40540501196098
VIN00008,7,Honda,Civic,2.0L,Sport,94.91432235004139,12.592534304027774,45.47531875766881,2235,86.9230289516437,84.3780572712956,66.29272893880164,4954,13.192033325933664,25.612977187142977,435.5769217384694,3.8091923306282185,81.88073695007762
VIN00008,8,Honda,Civic,2.0L,Sport,86.21804907481985,12.627577863931057,43.30871189142392,2412,96.15196656453682,77.02603383834426,60.139604259918585,1796,93.05548772199056,25.670583170546074,401.06935575754505,3.9513762883032038,63.35719732506918
VIN00008,9,Honda,Civic,2.0L,Sport,93.23545363280142,12.67296361333851,46.364573547093876,2490,92.32972325154748,86.93879227922828,64.72479495405992,3907,50.78653030212285,27.430565950968088,413.3985246313698,3.878981396170204,66.58108048018438
VIN00008,10,Honda,Civic,2.0L,Sport,91.95366845496235,12.685440912153382,48.27264779005715,2693,94.17528833917925,86.80263194437958,52.57002813514099,3124,80.9682711811083,29.252990904852556,349.59089851267396,3.9899017211447565,62.942773132289
VIN00009,1,Honda,Civic,2.0L,Sport,94.60144537936426,12.86562083134921,39.961165569918535,278,88.75916725602292,86.47245461449542,61.98178059873153,3805,92.44975762577889,25.247711576528282,440.62842639665837,4.0000914130991525,83.32604121258498
VIN00009,2,Honda,Civic,2.0L,Sport,87.96352554291114,13.146036898624464,47.67049072433656,507,91.87216450103531,84.06908540060692,57.800198975312796,4443,62.39774873802403,27.47534186596206,389.44099040310266,3.987453010339362,86.40536927104776
VIN00009,3,Honda,Civic,2.0L,Sport,92.85228001496017,12.408907013596773,43.64737599851691,843,97.38806662078653,88.09777587243792,24.902535679252995,5562,43.43798349127745,25.2125053127503,388.7837314143792,3.9894018645805716,82.7311173273626
VIN00009,4,Honda,Civic,2.0L,Sport,91.56579871583581,12.667466444130095,44.44330061993323,1279,88.2184407741039,90.71700252420456,21.092205669088024,1454,55.288179803807765,29.416778695076136,401.1475039849465,3.894141626626774,86.88296973304196
VIN00009,5,Honda,Civic,2.0L,Sport,98.06340032836778,12.584717071496533,42.02675662941547,1676,85.98514810402867,86.3677695749851,29.7908608588184,5911,71.71810811280228,26.74247870957751,373.75587489208937,3.4066446553608523,87.46562936611984
VIN00009,6,Honda,Civic,2.0L,Sport,79.50239723750613,12.576776823155631,40.98916386963314,1765,95.39554926546022,88.13074001242505,42.026577146993176,5814,59.64330586408083,28.81974187238023,327.02947403518715,3.5676956721930027,68.61726849081307
VIN00009,7,Honda,Civic,2.0L,Sport,99.56323077631436,12.962647621736002,45.848724819048385,2199,93.58006939498739,82.40570377923294,28.087030548400563,4961,82.5690504470431,29.054817221033815,441.1220331596882,3.349785852210026,63.16381664548137
VIN00009,8,Honda,Civic,2.0L,Sport,81.33919196742953,12.671017893611399,49.709016251550906,2681,86.59467951697675,80.0727916868232,79.63542914633626,4290,30.036146651554567,24.796469443164554,425.7916288636843,3.650122484522927,68.14473053976451
VIN00009,9,Honda,Civic,2.0L,Sport,96.44748876257347,12.60295025772314,45.00866304325862,2814,85.13254843416945,87.50429554516225,29.586306995273485,2387,27.607510488764092,29.100810018297707,393.90239949231574,3.748115855068841,83.16558166705084
VIN00009,10,Honda,Civic,2.0L,Sport,81.91998295560319,13.269091065252482,44.251908432398324,2886,83.87640542872049,79.6097127228875,85.79731435919143,4976,41.794048922306516,31.341288601768113,376.3675744482888,4.037865352402384,87.42189908334082
VIN00010,1,Honda,Civic,2.0L,Sport,88.3828413876034,13.366423636466772,46.75749533997432,163,88.59751240634193,82.97772145651847,66.33090904354417,5630,42.69536735075672,26.030326238501516,349.10338887254443,3.57139895747195,89.58863359748186
VIN00010,2,Honda,Civic,2.0L,Sport,85.89450638288636,13.177930040872438,45.56717716718011,231,103.9261765955036,82.43630928272319,82.37965103168222,5794,79.5386496902765,36.13506719906838,375.7707571622691,3.694300838589773,98.04042680540414
VIN00010,3,Honda,Civic,2.0L,Sport,93.04921352035899,12.733685960473503,44.5898551111924,470,96.04204702774094,85.25752183319702,45.20579083205286,1475,47.324850993122645,32.305955636109225,425.6357954440477,3.572854295634212,86.45356427825796
VIN00010,4,Honda,Civic,2.0L,Sport,90.98666957621414,12.943796682450774,43.93592671555981,749,92.31294584665935,83.37880017225156,30.614929270930006,1707,73.17161072690776,28.444563440684437,409.72819130439314,3.7835217883328336,61.68828615490461
VIN00010,5,Honda,Civic,2.0L,Sport,87.59556931171399,13.050205719816494,46.06954326710279,889,93.0615412401141,79.14473756488842,81.83153309635472,4369,33.781069859064154,36.32528629431039,393.61070199036436,3.9503415157269326,69.28449503664893
VIN00010,6,Honda,Civic,2.0L,Sport,94.39896058105003,12.730847198363714,48.116749357282785,1167,90.29660989248966,79.78547747821634,89.38381087519613,3051,66.84397971929357,30.224550076450317,406.2089880708254,3.870718240819935,85.24416346674595
VIN00010,7,Honda,Civic,2.0L,Sport,98.0548943267513,12.469794287634164,50.9247749352569,1517,92.51865711597749,87.06996029323632,75.21618196145648,3016,85.02615295917447,21.014316156423263,408.3732925417629,4.069514959781063,76.96278747878051
VIN00010,8,Honda,Civic,2.0L,Sport,92.95288207603556,13.079826912045558,48.98018553543268,1908,95.404168082177,86.07217449941967,84.0097458037803,5355,30.991623053905947,24.922304570376593,386.08845519367924,3.8474817239779475,61.24908337910069
VIN00010,9,Honda,Civic,2.0L,Sport,92.49698686913284,13.006294742030237,44.48228962704439,1999,91.94521607028585,87.97833691005128,65.56970352833906,5734,78.33345015423907,27.248371263101923,408.77252698121026,3.6888867988307235,71.05587332321626
VIN00010,10,Honda,Civic,2.0L,Sport,90.85753933238604,12.790754692050639,43.75036745111273,2271,87.24660732099152,81.84987438230408,77.63652348085037,2877,86.56822765815639,27.947058904806987,369.60648531340547,3.802181113832152,81.58286565039981
VIN00011,1,BMW,320i,2.0L Turbo,Luxury,83.76219263630011,13.262870167155189,37.08664830600934,51,89.81041345378868,82.03032034992849,87.75174829224116,1324,78.71133740253279,26.020220598693502,432.2314199011585,4.0159404187535745,68.31263952858367
VIN00011,2,BMW,320i,2.0L Turbo,Luxury,85.672096099326,12.578203664957613,47.93117819465559,509,84.82741565003646,89.33472723402562,71.41983862837651,1548,91.18992777964472,32.11766069162566,427.81940947408617,3.9436379854669563,91.68032316839447
VIN00011,3,BMW,320i,2.0L Turbo,Luxury,82.66170767239788,12.996899033556506,48.19485273616994,918,87.93225912029007,82.11007994327989,80.61644497265479,4031,98.54654420801015,28.831883900334393,418.0386963151521,4.068794039345766,79.2742065519324
VIN00011,4,BMW,320i,2.0L Turbo,Luxury,89.31615177884878,12.502925521766482,45.326995720669885,1074,98.59307616266109,83.43738648846755,65.35365713066254,2302,38.247542800502075,28.588474111840164,420.67639421016037,4.164392688711665,93.154787383811
VIN00011,5,BMW,320i,2.0L Turbo,Luxury,86.48943970218974,13.048369099614153,49.93416161498124,1221,93.44311892246907,87.18249989614111,58.20300302606748,5729,8.136985113825201,26.278436222037236,379.80114967333515,3.721101069709237,86.78133492673518
VIN00011,6,BMW,320i,2.0L Turbo,Luxury,82.01229201926074,12.872738417213258,46.6301798089251,1436,95.06491286384889,85.83172258225507,46.84082186666471,5875,27.49211971309361,28.402619617279697,376.0568427698682,3.775903278126031,64.05233174563148
VIN00011,7,BMW,320i,2.0L Turbo,Luxury,87.77988839966898,12.489882880399348,40.37599259247219,1697,96.49205943105527,85.31529077935758,28.139722276054258,5108,44.897057436070114,28.117241443369913,376.21421594234675,3.9430453115377473,72.45708724836058
VIN00011,8,BMW,320i,2.0L Turbo,Luxury,94.41990700256977,13.154703179675339,43.67149090965511,1893,91.94643595547859,79.90210281578476,47.217092995467866,2827,75.14945556913469,31.075969448961455,366.1261124395968,3.733703012483727,63.190186417391516
VIN00011,9,BMW,320i,2.0L Turbo,Luxury,90.66056062716463,12.821294420512569,38.21027190499766,2206,98.93864196609303,82.67565217956098,74.59202087671625,4585,97.47272463725882,28.44345030450987,388.54802051473945,3.511687171555625,78.46492808723735
VIN00011,10,BMW,320i,2.0L Turbo,Luxury,81.6139463430371,12.780698661782587,47.905573419753615,2341,82.86568240045409,88.06661515339881,37.337859035501786,4207,20.485926182489028,26.16061545447151,355.51868750229073,3.6004350690609925,98.61904948833612
VIN00012,1,Ford,Focus,1.5L,Titanium,92.17909027339886,12.59838733838478,40.60054012256917,374,92.73137005205758,81.86352245084385,44.0511281728935,5381,22.388570400599374,29.8435740611622,370.05710122829936,3.924281101160633,62.17511558067077
VIN00012,2,Ford,Focus,1.5L,Titanium,89.77545219299365,12.562850919353437,42.26956363071215,496,86.44599331831338,83.69878992917403,77.3394265305278,5733,15.883636196861305,26.34458951403861,401.9567693038122,3.592551226105767,86.85252849844426
